Year,Organization,Recipient,Amount,Description
2019,Open Philanthropy,Plant Based Foods Association,"$625,000.00",Plant Based Foods Association — State-Level Policy (2019)
2019,Open Philanthropy,Humane Slaughter Association,"$570,402.00",Humane Slaughter Association — Wild-Caught Fish Welfare
2019,Open Philanthropy,World Animal Protection,"$557,446.00",World Animal Protection — Broiler Chicken Welfare (August 2019)
2019,Open Philanthropy,Federation of Indian Animal Protection Organisations,"$445,000.00",Federation of Indian Animal Protection Organisations — India Farm Animal Welfare (2019)
2019,Open Philanthropy,FAI Farms,"$426,000.00",FAI Farms — Tilapia Welfare
2019,Open Philanthropy,Anima,"$367,222.00",Anima — Movement Building
2019,Open Philanthropy,The Pollination Project,"$362,000.00",The Pollination Project — Global Animal Advocacy Movement (2019)
2019,Open Philanthropy,Animal Rights Center Japan,"$274,000.00",Animal Rights Center Japan — Broiler and Layer Hen Campaigns
2019,Open Philanthropy,Mercy For Animals,"$261,000.00",Mercy For Animals — Broiler Welfare Campaigns
2019,Open Philanthropy,The Greenfield Project,"$250,000.00",The Greenfield Project — General Support (2019)
2019,Open Philanthropy,Compassion Over Killing,"$250,000.00",Compassion Over Killing — Exit Grant
2019,Open Philanthropy,Sinergia Animal,"$245,000.00",Sinergia Animal — General Support (2019)
2019,Open Philanthropy,We Animals,"$240,000.00",We Animals — Content for Farm Animal Welfare Advocacy (2019)
2019,Open Philanthropy,Animal Kingdom Foundation,"$237,866.00",Animal Kingdom Foundation — Corporate Campaigns (September 2019)
2019,Open Philanthropy,Plant Based Foods Association,"$230,000.00",Plant Based Foods Association — Grocery Store Study
2019,Open Philanthropy,Animal Equality,"$215,000.00",Animal Equality — Broiler Welfare Campaigns
2019,Open Philanthropy,Group Nine Media,"$215,000.00",Group Nine Media – Factory Farming Videos (2019)
2019,Open Philanthropy,Rethink Priorities,"$200,000.00",Rethink Priorities — Farm Animal Welfare Research
2019,Open Philanthropy,Sinergia Animal,"$187,600.00",Sinergia Animal — Animal Welfare in Southeast Asia (2019)
2019,Open Philanthropy,"Farm Forward, Inc","$166,000.00",Farm Forward — Exit Grant
2019,Open Philanthropy,Essere Animali,"$150,000.00",Essere Animali — Farm Animal Welfare Work in Italy
2019,Open Philanthropy,SPCA Selangor,"$134,000.00",SPCA Selangor — Farm Animal Welfare
2019,Open Philanthropy,"University of California, Berkeley","$131,579.00",UC Berkeley — Alternative Meats Lab (January 2019)
2019,Open Philanthropy,Royal Veterinary College,"$130,850.00",Royal Veterinary College — Halal Poultry Slaughter Research
2019,Open Philanthropy,New York University,"$125,840.00",New York University — Work on Fish Welfare (2019)
2019,Open Philanthropy,Princeton University,"$100,000.00",Princeton University — Animal Liberation
2019,Open Philanthropy,Sentient Media,"$100,000.00",Sentient Media — Digital Content Optimization Work
2019,Open Philanthropy,,"$100,000.00",Cynthia Schuck & Wladimir Alonso — DALY Project (2019)
2019,Open Philanthropy,Soko Tierschutz,"$100,000.00",Soko Tierschutz — Factory Farm Investigations
2019,EA Animal Welfare Fund,The Humane League UK,"$100,000.00",Hiring for EU and Global Corporate Relations positions
2019,Open Philanthropy,Crate-Free Illinois,"$94,720.00",Crate-Free Illinois — Campaigning Against Gestation Crates (2019)
2019,EA Animal Welfare Fund,Sinergia Animal,"$85,000.00",Hire one international campaign director
2019,Animal Charity Evaluators,Albert Schweitzer Foundation,"$80,068.60",Recommended Charity Fund
2019,Animal Charity Evaluators,Anima International,"$80,068.60",Recommended Charity Fund
2019,Animal Charity Evaluators,The Good Food Institute,"$80,068.60",Recommended Charity Fund
2019,Animal Charity Evaluators,The Humane League,"$80,068.60",Recommended Charity Fund
2019,EA Animal Welfare Fund,Rethink Priorities,"$80,000.00",Research into animal welfare interventions
2019,Animal Charity Evaluators,Wild Animal Initiative,"$60,000.00",Movement Grants
2019,Animal Charity Evaluators,The Save Movement,"$58,580.00",Movement Grants
2019,Open Philanthropy,Claremont Graduate University,"$57,000.00",Claremont Graduate University — Leafleting Study
2019,Animal Charity Evaluators,(Anonymous),"$55,000.00",Movement Grants
2019,EA Animal Welfare Fund,Wild Animal Initiative,"$50,000.00",Research on tractable interventions to help wild animals
2019,EA Animal Welfare Fund,Faunalytics,"$50,000.00",Complete their existing studies on effective animal advocacy research and potentially hire a new researcher
2019,Animal Charity Evaluators,Kaplan Lab at Tufts University,"$50,000.00",Movement Grants
2019,Animal Charity Evaluators,Vegans of Shanghai,"$50,000.00",Movement Grants
2019,Animal Charity Evaluators,Animal Aid UK,"$50,000.00",Movement Grants
2019,Animal Charity Evaluators,Balanced,"$50,000.00",Movement Grants
2019,Animal Charity Evaluators,Better Eating International,"$50,000.00",Movement Grants
2019,Animal Charity Evaluators,Center for Animal Law Studies,"$50,000.00",Movement Grants
2019,Animal Charity Evaluators,Encompass,"$50,000.00",Movement Grants
2019,Animal Charity Evaluators,Factory Farming Awareness Coalition,"$50,000.00",Movement Grants
2019,Animal Charity Evaluators,Federation of Indian Animal Protection Organizations,"$50,000.00",Movement Grants
2019,Animal Charity Evaluators,Food Empowerment Project,"$50,000.00",Movement Grants
2019,Animal Charity Evaluators,Veganuary,"$50,000.00",Movement Grants
2019,Open Philanthropy,Animals Australia Federation,"$48,324.00",Animals Australia Federation — Pig Welfare in Indonesia
2019,Animal Charity Evaluators,Animal Ethics,"$44,000.00",Movement Grants
2019,Animal Charity Evaluators,Sneha’s Care,"$43,000.00",Movement Grants
2019,Open Philanthropy,University of Oxford,"$41,800.00",University of Oxford — Animal Welfare Research
2019,Animal Charity Evaluators,Compassion in World Farming USA,"$40,034.30",Recommended Charity Fund
2019,Animal Charity Evaluators,Faunalytics,"$40,034.30",Recommended Charity Fund
2019,Animal Charity Evaluators,Federation of Indian Protection Organisations (FIAPO),"$40,034.30",Recommended Charity Fund
2019,Animal Charity Evaluators,Sinergia Animal,"$40,034.30",Recommended Charity Fund
2019,Animal Charity Evaluators,Sociedade Vegetariana Brasileira,"$40,034.30",Recommended Charity Fund
2019,EA Animal Welfare Fund,Charles He,"$40,000.00",Map farm animals and their living conditions
2019,EA Animal Welfare Fund,Anima International,"$40,000.00",International farmed animal advocacy
2019,Animal Charity Evaluators,Paris Animaux Zoopolis,"$40,000.00",Movement Grants
2019,Animal Charity Evaluators,Aph Ko,"$40,000.00",Movement Grants
2019,Animal Charity Evaluators,Compassionate Action for Animals,"$40,000.00",Movement Grants
2019,Animal Charity Evaluators,EAST,"$40,000.00",Movement Grants
2019,Animal Charity Evaluators,Essere Animali,"$40,000.00",Movement Grants
2019,Open Philanthropy,Royal Society for the Prevention of Cruelty to Animals,"$36,957.00",Royal Society for the Prevention of Cruelty to Animals — Organizational Development
2019,Animal Charity Evaluators,Palestinian Animal League,"$35,000.00",Movement Grants
2019,Animal Charity Evaluators,Animal Welfare Media,"$33,000.00",Movement Grants
2019,Animal Charity Evaluators,Sentient,"$32,500.00",Movement Grants
2019,Animal Charity Evaluators,The Center for Animal Law Studies (CALS),"$30,000.00",Movement Grants
2019,Animal Charity Evaluators,Be Fair Be Vegan,"$30,000.00",Movement Grants
2019,Animal Charity Evaluators,Compassion Over Killing,"$30,000.00",Movement Grants
2019,Animal Charity Evaluators,Emerging Markets Investors Alliance,"$30,000.00",Movement Grants
2019,Animal Charity Evaluators,Grassroots Artists MovEment,"$30,000.00",Movement Grants
2019,Animal Charity Evaluators,PlantPure Communities,"$30,000.00",Movement Grants
2019,Animal Charity Evaluators,Thrive Baltimore Community Resource Center,"$30,000.00",Movement Grants
2019,Animal Charity Evaluators,Biofutura A.C.,"$25,000.00",Movement Grants
2019,Animal Charity Evaluators,A Prayer for Compassion,"$25,000.00",Movement Grants
2019,Animal Charity Evaluators,Christopher Sebastian McJetters,"$25,000.00",Movement Grants
2019,Animal Charity Evaluators,Vegetarianos Hoy,"$25,000.00",Movement Grants
2019,Animal Charity Evaluators,Plant-based Policy Centre,"$24,980.00",Movement Grants
2019,Open Philanthropy,Sankalpa,"$22,000.00",Sankalpa — Farm Animal Welfare Workshop
2019,Animal Charity Evaluators,LifeAfterHummus Community Benefit Society,"$22,000.00",Movement Grants
2019,Animal Charity Evaluators,Northwest VEG,"$21,240.00",Movement Grants
2019,Animal Charity Evaluators,Food Frontier,"$21,000.00",Movement Grants
2019,Animal Charity Evaluators,Equalia,"$20,000.00",Movement Grants
2019,Animal Charity Evaluators,Animal Justice Project,"$20,000.00",Movement Grants
2019,Animal Charity Evaluators,Factory Farming Legal Fellowship,"$20,000.00",Movement Grants
2019,Animal Charity Evaluators,Faunacción,"$20,000.00",Movement Grants
2019,Animal Charity Evaluators,Human Behaviour Change for Animals,"$20,000.00",Movement Grants
2019,Animal Charity Evaluators,Peace Advocacy Network,"$20,000.00",Movement Grants
2019,Animal Charity Evaluators,UK Centre for Animal Law,"$19,147.00",Movement Grants
2019,Animal Charity Evaluators,Sneha’s Care,"$18,600.00",Movement Grants
2019,Open Philanthropy,Animal Kingdom Foundation,"$17,000.00",Animal Kingdom Foundation — Corporate Campaigns (May 2019)
2019,Animal Charity Evaluators,Assiettes Végétales,"$17,000.00",Movement Grants
2019,Animal Charity Evaluators,Vegan Outreach,"$17,000.00",Movement Grants
2019,Animal Charity Evaluators,Norwegian Animal Protection Alliance (Dyrevernalliansen),"$16,500.00",Movement Grants
2019,Animal Charity Evaluators,Pour l’Égalité Animale,"$15,000.00",Movement Grants
2019,Animal Charity Evaluators,Centre for a Responsible Future,"$15,000.00",Movement Grants
2019,Animal Charity Evaluators,Dharma Voices for Animals,"$15,000.00",Movement Grants
2019,Animal Charity Evaluators,Equal Sign,"$15,000.00",Movement Grants
2019,Open Philanthropy,Humane Society International,"$13,145.00",Humane Society International — African Swine Fever Training
2019,Animal Charity Evaluators,Czech Vegan Society,"$10,000.00",Movement Grants
2019,Animal Charity Evaluators,Humánny pokrok,"$10,000.00",Movement Grants
2019,Animal Charity Evaluators,LIBERUM,"$10,000.00",Movement Grants
2019,Animal Charity Evaluators,OBRAZ,"$10,000.00",Movement Grants
2019,Animal Charity Evaluators,Animal Place,"$10,000.00",Movement Grants
2019,Animal Charity Evaluators,Equalia,"$10,000.00",Movement Grants
2019,Animal Charity Evaluators,The Raven Corps,"$10,000.00",Movement Grants
2019,Animal Charity Evaluators,The Veggie Connection,"$10,000.00",Movement Grants
2019,Animal Charity Evaluators,Albert Schweitzer Foundation,"$5,692.37",Recommended Charity Fund
2019,Animal Charity Evaluators,The Good Food Institute,"$5,692.37",Recommended Charity Fund
2019,Animal Charity Evaluators,The Humane League,"$5,692.37",Recommended Charity Fund
2019,Animal Charity Evaluators,Colorado Voters for Animals,"$5,000.00",Movement Grants
2019,Animal Charity Evaluators,Arvind Animal Activist,"$5,000.00",Movement Grants
2019,Animal Charity Evaluators,The Vegan Rainbow Project,"$5,000.00",Movement Grants
2019,Animal Charity Evaluators,Mission Vegan Andhra,"$4,000.00",Movement Grants
2019,Animal Charity Evaluators,Compassion in World Farming USA,"$2,846.18",Recommended Charity Fund
2019,Animal Charity Evaluators,Faunalytics,"$2,846.18",Recommended Charity Fund
2019,Animal Charity Evaluators,L214,"$2,846.18",Recommended Charity Fund
2019,Animal Charity Evaluators,The Nonhuman Rights Project,"$2,846.18",Recommended Charity Fund
2019,Animal Charity Evaluators,Open Cages,"$2,846.18",Recommended Charity Fund
2019,Animal Charity Evaluators,ProVeg International,"$2,846.18",Recommended Charity Fund
2019,Animal Charity Evaluators,Sinergia Animal,"$2,846.18",Recommended Charity Fund
2019,Animal Charity Evaluators,Sociedade Vegetariana Brasileira,"$2,846.18",Recommended Charity Fund
2018,Open Philanthropy,The Humane League,"$10,000,000.00",The Humane League — General Support (2018)
2018,Open Philanthropy,Prevent Cruelty California,"$4,000,000.00",Prevent Cruelty California — “Yes on Prop 12” Campaign
2018,Open Philanthropy,Foundation for Food and Agriculture Research,"$3,000,000.00",Foundation for Food and Agriculture Research — Egg Tech Challenge
2018,Open Philanthropy,Animal Equality,"$2,772,430.00",Animal Equality — Corporate Animal Welfare Campaigns
2018,Open Philanthropy,Compassion in World Farming USA,"$1,500,000.00",Compassion in World Farming USA — General Support (2018)
2018,Open Philanthropy,Eurogroup for Animals,"$990,000.00",Eurogroup for Animals — Fish Welfare (2018)
2018,Open Philanthropy,Global Animal Partnership,"$500,000.00",Global Animal Partnership — Farm Animal Welfare Activities (2018)
2018,EA Animal Welfare Fund,Animal Charity Evaluators,"$500,000.00",Evaluating charities and promoting effectiveness in the animal movement
2018,Open Philanthropy,Mercy For Animals,"$375,000.00",Mercy For Animals — US Broiler Chicken Welfare Corporate Campaigns (2018)
2018,Open Philanthropy,Charity Science,"$265,000.00",Charity Science — Development of New Animal Welfare Charities
2018,Open Philanthropy,Plant Based Foods Association,"$250,000.00",Plant Based Foods Association — State-Level Policy (2018)
2018,Open Philanthropy,Royal Society for the Prevention of Cruelty to Animals,"$231,677.00",Royal Society for the Prevention of Cruelty to Animals — Broiler Breed Study
2018,Open Philanthropy,Fórum Nacional de Proteção e Defesa Animal,"$200,000.00",Fórum Nacional de Proteção e Defesa Animal — Crate- and Cage-Free Campaigning in Brazil (2018)
2018,Open Philanthropy,Farm Forward,"$165,691.00",Farm Forward — Leadership Circle (2018)
2018,Open Philanthropy,University of Bern,"$150,000.00",University of Bern — Higher Welfare Cage-Free Systems
2018,Open Philanthropy,International Society for Applied Ethology,"$135,412.00",International Society for Applied Ethology — Advance Farm Animal Welfare Science in Developing Nations (2018)
2018,Open Philanthropy,University of Edinburgh,"$102,041.00",University of Edinburgh — Scholarship Program in Applied Animal Behavior and Animal Welfare
2018,Open Philanthropy,Food Frontier,"$100,000.00",Food Frontier — General Support
2018,EA Animal Welfare Fund,"Wild-Animal Suffering Research, via the Effective Altruism Foundation","$100,000.00",Research on improving the welfare of wild animals
2018,Open Philanthropy,,"$96,130.00",Cynthia Schuck & Wladimir Alonso — DALY Project
2018,EA Animal Welfare Fund,Rethink Priorities,"$85,000.00",Prioritization and research into animal welfare interventions
2018,EA Animal Welfare Fund,Sentient Media,"$85,000.00",Launch new farm animal-focused media group
2018,EA Animal Welfare Fund,Charity Entrepreneurship,"$75,000.00",Supporting the incubation of promising new animal welfare charities
2018,EA Animal Welfare Fund,Rethink Priorities,"$75,000.00",Prioritization and research into animal welfare interventions
2018,EA Animal Welfare Fund,Animal Welfare Action Lab,"$75,000.00",Replicating surveys on clean meat opinion
2018,EA Animal Welfare Fund,Essere Animali (Italy),"$75,000.00",Fish + pig advocacy and investigations in Italy
2018,EA Animal Welfare Fund,Animal Ethics,"$70,000.00",Academic field-building on wild animal welfare
2018,EA Animal Welfare Fund,Sentience Institute,"$70,000.00",Building the EA animal movement
2018,Open Philanthropy,Better Eating International,"$67,110.00",Better Eating International  — Millennial Vegan Survey
2018,EA Animal Welfare Fund,Sociedade Vegetariana Brasileira,"$60,000.00",Meat reduction outreach in Brazil
2018,Open Philanthropy,Changing Tastes,"$50,000.00",Changing Tastes — Market Insights and Business Engagement on Fish Welfare
2018,EA Animal Welfare Fund,Encompass,"$50,000.00","Building a more racially inclusive, equitable, and diverse farmed animal movement"
2018,EA Animal Welfare Fund,Animal Liberation translation fund,"$50,000.00",Translating the seminal work on animal welfare to new languages
2018,EA Animal Welfare Fund,Cellular Agriculture Society,"$50,000.00",Building the field of academic research on clean meat
2018,EA Animal Welfare Fund,Anonymous,"$50,000.00",Restaurant outreach
2018,EA Animal Welfare Fund,Bangladesh Animal Welfare Society,"$50,000.00",Factory farm documentary in Bangladesh
2018,EA Animal Welfare Fund,EAST (Taiwan),"$50,000.00",Policy campaigns and movement building in Taiwan
2018,EA Animal Welfare Fund,ProVeg International (China expansion),"$50,000.00",Pilot expansion into China
2018,EA Animal Welfare Fund,"Sinergia Animal (Argentina, Brazil, Chile, Colombia)","$50,000.00",Corporate campaigns in Latin America
2018,EA Animal Welfare Fund,Fórum Nacional de Proteção e Defesa Animal,"$50,000.00",Corporate campaigns in Brazil
2018,EA Animal Welfare Fund,Dharma Voices for Animals (Sri Lanka),"$50,000.00",Buddhist advocacy for veg eating in Sri Lanka
2018,EA Animal Welfare Fund,Intercept,"$50,000.00",Video stories to promote awareness of factory farming
2018,EA Animal Welfare Fund,Encompass,"$50,000.00","Building a more racially inclusive, equitable, and diverse farm animal movement"
2018,EA Animal Welfare Fund,Utility Farm,"$40,000.00",Academic field-building on wild animal welfare
2018,Open Philanthropy,Commonwealth Veterinary Association,"$31,355.00",Commonwealth Veterinary Association — Animal Welfare Workshop
2018,EA Animal Welfare Fund,Andrzej Skowron (Poland),"$30,000.00",Undercover investigations and factory farm photography in Poland
2018,EA Animal Welfare Fund,Wild-Animal Suffering Research,"$30,000.00",Academic field-building on wild animal welfare
2018,EA Animal Welfare Fund,Vege Project (Japan),"$25,000.00",Veg outreach in Japan
2018,EA Animal Welfare Fund,Obraz (Czech Republic),"$25,000.00",Movement building in the Czech Republic
2018,EA Animal Welfare Fund,Animal Welfare Media,"$25,000.00",Videos to promote awareness of factory farming
2018,Open Philanthropy,The Humane League,"$22,000.00",The Humane League — Latin America Regional Summit
2018,EA Animal Welfare Fund,Faunalytics,"$20,000.00",Effective animal advocacy research
2018,EA Animal Welfare Fund,Utility Farm,"$20,000.00",Researching tractable interventions to improve wild animal welfare
2018,EA Animal Welfare Fund,Єдина Планета / “Unique Planet” (Ukraine),"$20,000.00",Movement building and anti-fur advocacy in Ukraine
2018,EA Animal Welfare Fund,Anonymous,"$20,000.00",Institutional meat reduction outreach
2018,EA Animal Welfare Fund,Modern Agriculture Foundation (Israel),"$20,000.00",Promoting clean and plant-based meats in Israel
2018,EA Animal Welfare Fund,Anonymous,"$20,000.00",Veg outreach
2018,EA Animal Welfare Fund,Asociación Para el Rescate Y Bienestar Animal (Peru),"$20,000.00",Corporate campaigns in Peru
2018,EA Animal Welfare Fund,Animal Rights Center Japan,"$20,000.00",Policy and grassroots campaigning in Japan
2018,EA Animal Welfare Fund,Animal Friends Jogja (Indonesia),"$20,000.00",Factory farm investigations and policy advocacy in Indonesia
2018,EA Animal Welfare Fund,Animal Kingdom Foundation (Philippines),"$20,000.00",Factory farming awareness and policy advocacy in the Philippines
2018,EA Animal Welfare Fund,Animal Nepal,"$20,000.00",Research and policy advocacy in Nepal
2018,EA Animal Welfare Fund,Coexistence of Animal Rights on Earth (South Korea),"$20,000.00",Factory farm policy advocacy in South Korea
2018,Open Philanthropy,Aquaculture Stewardship Council,"$13,813.00",Aquaculture Stewardship Council  — Organizational Development
2018,Open Philanthropy,Better Eating International,"$12,690.00",Better Eating International — Organizational Development
2018,Animal Charity Evaluators,Albert Schweitzer Foundation,"$11,344.33",Recommended Charity Fund
2018,Animal Charity Evaluators,Animal Equality,"$11,344.33",Recommended Charity Fund
2018,Animal Charity Evaluators,The Good Food Institute,"$11,344.33",Recommended Charity Fund
2018,Animal Charity Evaluators,The Humane League,"$11,344.33",Recommended Charity Fund
2018,Open Philanthropy,Compassion in World Farming,"$10,720.00",Compassion in World Farming — Organizational Development
2018,Open Philanthropy,Otwarte Klatki,"$10,350.00",Otwarte Klatki — CARE Conference Travel Grants
2018,EA Animal Welfare Fund,NYU academic prize,"$10,000.00",Incentivising academic work to end factory farming
2018,Open Philanthropy,Oxford Uehiro Centre for Practical Ethics,"$6,683.00",Oxford Uehiro Centre for Practical Ethics — Animal Sentience Workshop
2018,Animal Charity Evaluators,Compassion in World Farming USA,"$5,672.12",Recommended Charity Fund
2018,Animal Charity Evaluators,Faunalytics,"$5,672.12",Recommended Charity Fund
2018,Animal Charity Evaluators,L214,"$5,672.12",Recommended Charity Fund
2018,Animal Charity Evaluators,The Nonhuman Rights Project,"$5,672.12",Recommended Charity Fund
2018,Animal Charity Evaluators,Open Cages,"$5,672.12",Recommended Charity Fund
2018,Animal Charity Evaluators,ProVeg International,"$5,672.12",Recommended Charity Fund
2018,Animal Charity Evaluators,Sinergia Animal,"$5,672.12",Recommended Charity Fund
2018,Animal Charity Evaluators,Sociedade Vegetariana Brasileira,"$5,672.12",Recommended Charity Fund
2018,Animal Charity Evaluators,Animal Equality,"$5,310.27",Recommended Charity Fund
2018,Animal Charity Evaluators,The Good Food Institute,"$5,310.27",Recommended Charity Fund
2018,Animal Charity Evaluators,The Humane League,"$5,310.27",Recommended Charity Fund
2018,EA Animal Welfare Fund,CellAG UK,"$1,000.00",Coordinating and connecting individuals working or interested in cellular agriculture in the UK
2018,Animal Charity Evaluators,Albert Schweitzer Foundation,"$1,000.00",Recommended Charity Fund
2018,Animal Charity Evaluators,Compassion in World Farming USA,"$1,000.00",Recommended Charity Fund
2018,Animal Charity Evaluators,Faunalytics,"$1,000.00",Recommended Charity Fund
2018,Animal Charity Evaluators,L214,"$1,000.00",Recommended Charity Fund
2018,Animal Charity Evaluators,The Nonhuman Rights Project,"$1,000.00",Recommended Charity Fund
2018,Animal Charity Evaluators,Open Cages,"$1,000.00",Recommended Charity Fund
2018,Animal Charity Evaluators,ProVeg International,"$1,000.00",Recommended Charity Fund
2018,Animal Charity Evaluators,Vegan Outreach,"$1,000.00",Recommended Charity Fund
2017,Open Philanthropy,Humane Slaughter Association,"$2,528,678.00","Humane Slaughter Association — Fish, Crustacean, and Cephalopod Welfare"
2017,Open Philanthropy,Animal Equality,"$2,110,460.00",Animal Equality — EU Farm Animal Welfare
2017,Open Philanthropy,The Humane League,"$2,000,000.00",The Humane League — Open Wing Alliance (2017)
2017,Open Philanthropy,The Good Food Institute,"$1,500,000.00",The Good Food Institute — General Support (2017)
2017,Open Philanthropy,Humane Society International,"$1,364,000.00",Humane Society International — East Asian and OIE Projects
2017,Open Philanthropy,L214,"$1,347,742.00",L214 — Broiler Welfare Campaigns in France (2017)
2017,Open Philanthropy,Humane Society International India,"$1,100,000.00",Humane Society International India — Animal Welfare Reform (2017)
2017,Open Philanthropy,Compassion in World Farming,"$1,026,253.00",Compassion in World Farming — Fish Welfare
2017,Open Philanthropy,Compassion in World Farming,"$1,000,000.00",Compassion in World Farming — End the Cage Age Campaign
2017,Open Philanthropy,Albert Schweitzer Foundation,"$1,000,000.00",Albert Schweitzer Foundation — General Support
2017,Open Philanthropy,Foundation for Food and Agriculture Research,"$1,000,000.00",Foundation for Food and Agriculture Research — Farm Animal Welfare Research (2017)
2017,Open Philanthropy,theguardian.org,"$886,600.00",theguardian.org — Journalism on Factory Farming and Farm Animal Cruelty
2017,Open Philanthropy,Anima,"$683,000.00",Anima — Chicken Welfare Campaigns and Merger Support
2017,Open Philanthropy,Eurogroup for Animals,"$625,400.00",Eurogroup for Animals — EU Chicken Welfare Advocacy (2017)
2017,Open Philanthropy,Aquaculture Stewardship Council,"$533,036.00",Aquaculture Stewardship Council  — Fish Welfare Standard Development
2017,Open Philanthropy,World Animal Protection,"$517,588.00",World Animal Protection — Broiler Chicken Welfare (2017)
2017,Open Philanthropy,Global Animal Partnership,"$515,000.00",Global Animal Partnership — Broiler Chicken Welfare Research
2017,Open Philanthropy,Mercy For Animals,"$500,000.00",Mercy For Animals — India Animal Welfare Reform
2017,Open Philanthropy,The Greenfield Project,"$500,000.00",The Greenfield Project — General Support
2017,Open Philanthropy,Animal Charity Evaluators,"$500,000.00",Animal Charity Evaluators — General Support
2017,Open Philanthropy,Otwarte Klatki,"$472,864.00",Otwarte Klatki — Chicken Welfare Campaigns and Merger Support
2017,Open Philanthropy,fair-fish international association,"$453,841.00",fair-fish international association —  Fish Welfare Standards for Aquaculture
2017,Open Philanthropy,Global Aquaculture Alliance,"$435,000.00",Global Aquaculture Alliance  — Fish Welfare Best Practices
2017,Animal Charity Evaluators,Animal Equality,"$397,481.00",Recommended Charity Fund
2017,Open Philanthropy,Humane Society Legislative Fund,"$395,094.00",Humane Society Legislative Fund — Opposing the King Amendment
2017,Open Philanthropy,Dyrevernalliansen (The Norwegian Animal Protection Alliance),"$378,000.00",Dyrevernalliansen — Fish Welfare
2017,Open Philanthropy,Royal Society for the Prevention of Cruelty to Animals,"$374,631.00",Royal Society for the Prevention of Cruelty to Animals — Chicken Welfare Campaign in the UK
2017,Open Philanthropy,Federation of Indian Animal Protection Organisations,"$332,944.00",Federation of Indian Animal Protection Organisations — India Animal Welfare Reform
2017,Animal Charity Evaluators,The Good Food Institute,"$321,771.00",Recommended Charity Fund
2017,Open Philanthropy,Albert Schweitzer Foundation,"$317,060.00",Albert Schweitzer Foundation — Fish Welfare
2017,Open Philanthropy,Animal Equality,"$292,000.00",Animal Equality — India Animal Welfare Reform
2017,Open Philanthropy,Global Animal Partnership,"$285,000.00",Global Animal Partnership  — Fish Welfare Standards
2017,Animal Charity Evaluators,The Humane League,"$227,132.00",Recommended Charity Fund
2017,Open Philanthropy,Global Animal Partnership,"$200,000.00",Global Animal Partnership — General Support (2017)
2017,Open Philanthropy,Family Farm Action,"$153,000.00",Family Farm Action — Opposing the King Amendment
2017,Open Philanthropy,People for Animals Uttarakhand,"$120,000.00",People for Animals — India Animal Welfare Reform
2017,Open Philanthropy,Albert Schweitzer Foundation,"$111,986.00",Albert Schweitzer Foundation — International Cage-Free Advocacy
2017,Open Philanthropy,Farm Forward,"$100,000.00",Farm Forward — Chicken Welfare Advocacy (2017)
2017,Open Philanthropy,Wageningen University & Research,"$88,345.00",Wageningen University & Research — Chicken Welfare Systematic Assessment
2017,Open Philanthropy,Institute for Advancement of Animal Welfare Science,"$80,400.00",Colorado State University — Planning Gift
2017,Open Philanthropy,Animal Welfare Action Lab,"$79,100.00",Animal Welfare Action Lab — Meat Reduction and Elimination Messaging Study
2017,Open Philanthropy,World Animal Net,"$50,000.00",World Animal Net — Co-Organizing Workshops with the World Bank
2017,EA Animal Welfare Fund,Wild-Animal Suffering Research / The Effective Altruism Foundation,"$50,000.00",Research on improving the welfare of wild animals
2017,Open Philanthropy,International Society for Applied Ethology,"$40,000.00",International Society for Applied Ethology — Travel Scholarships
2017,Animal Charity Evaluators,Albert Schweitzer Foundation,"$35,051.00",Recommended Charity Fund
2017,Animal Charity Evaluators,Compassion in World Farming USA,"$35,051.00",Recommended Charity Fund
2017,Animal Charity Evaluators,Faunalytics,"$35,051.00",Recommended Charity Fund
2017,Animal Charity Evaluators,HSUS Farmed Animal Protection Campaign,"$35,051.00",Recommended Charity Fund
2017,Animal Charity Evaluators,L214,"$35,051.00",Recommended Charity Fund
2017,Animal Charity Evaluators,The Nonhuman Rights Project,"$35,051.00",Recommended Charity Fund
2017,Animal Charity Evaluators,Open Cages,"$35,051.00",Recommended Charity Fund
2017,Animal Charity Evaluators,ProVeg International,"$35,051.00",Recommended Charity Fund
2017,Animal Charity Evaluators,Vegan Outreach,"$35,051.00",Recommended Charity Fund
2017,Open Philanthropy,Compassion in World Farming USA,"$30,000.00",Compassion in World Farming USA — Latin America Broiler Chicken Welfare Research
2017,EA Animal Welfare Fund,Compassion in World Farming USA,"$30,000.00",Corporate outreach
2017,EA Animal Welfare Fund,The Humane League,"$30,000.00",Campaigning groups for layer hens and broiler chickens
2017,EA Animal Welfare Fund,Animal Equality,"$30,000.00","Grassroots activism, corporate campaigning, and undercover investigations across Europe, the Americas, and India"
2017,EA Animal Welfare Fund,New Harvest,"$30,000.00",Clean meat research
2017,EA Animal Welfare Fund,The Effective Altruism Foundation,"$30,000.00",Fund the research on the welfare of wild animals done by researchers Ozy Brennan and Persis Eskander
2017,Open Philanthropy,Harvard University,"$21,200.00",Harvard University — Animal Law and Policy Program
2017,EA Animal Welfare Fund,The Fórum Nacional de Proteção e Defesa Animal,"$20,000.00",Corporate outreach and grassroots campaigning
2017,EA Animal Welfare Fund,Sinergia Animal,"$20,000.00",Corporate outreach and grassroots campaigning
2017,EA Animal Welfare Fund,The Fórum Nacional de Proteção e Defesa Animal in Brazil,"$20,000.00","Advocates crate-free pledges from Brazil’s three largest pork producers, and more recently cage-free pledges from Brazil’s three largest mayo producers"
